Ticker,Market_Cap_Billions,Log_Market_Cap,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Unknown,Sector_Utilities
ETR,42.078359552,3.739533583639139,0,0,0,0,0,0,0,0,0,0,1
EW,50.602151936,3.9239941037685604,0,0,0,0,0,1,0,0,0,0,0
EXC,44.247543808,3.789799862749517,0,0,0,0,0,0,0,0,0,0,1
EXPD,20.557285376,3.0232153976284315,0,0,0,0,0,0,1,0,0,0,0
EXPE,32.590395392,3.484017625086399,0,1,0,0,0,0,0,0,0,0,0
EXR,28.710684672,3.3572693417065063,0,0,0,0,0,0,0,1,0,0,0
F,51.918016512,3.9496658688925925,0,1,0,0,0,0,0,0,0,0,0
FAST,47.643480064,3.863745791021487,0,0,0,0,0,0,1,0,0,0,0
FCX,64.904065024,4.1729102569411465,0,0,0,0,0,0,0,0,0,0,0
FDS,10.987783168,2.3967840345108344,0,0,0,0,1,0,0,0,0,0,0
FDX,64.720224256,4.170073737762775,0,0,0,0,0,0,1,0,0,0,0
FE,25.942960128,3.2559002867956304,0,0,0,0,0,0,0,0,0,0,1
FFIV,14.413195264,2.6681441247785704,0,0,0,0,0,0,0,0,1,0,0
FI,34.314950656,3.5355811383878315,0,0,0,0,0,0,0,0,1,0,0
FIS,34.821758976,3.5502424493191658,0,0,0,0,0,0,0,0,1,0,0
FITB,30.0246528,3.402018804202268,0,0,0,0,1,0,0,0,0,0,0
FMC,1.658938368,0.5061778604278099,0,0,0,0,0,0,0,0,0,0,0
FRT,8.436886016,2.1326132850768205,0,0,0,0,0,0,0,1,0,0,0
FTNT,66.603843584,4.198762287352572,0,0,0,0,0,0,0,0,1,0,0
FTV,18.185578496,2.9006288896459207,0,0,0,0,0,0,0,0,1,0,0
GD,91.114323968,4.512115025363767,0,0,0,0,0,0,1,0,0,0,0
GE,301.101154304,5.707446269103721,0,0,0,0,0,0,1,0,0,0,0
GEN,16.706839552,2.815818189590333,0,0,0,0,0,0,0,0,1,0,0
GILD,150.41060864,5.013368945198393,0,0,0,0,0,1,0,0,0,0,0
GIS,24.55812096,3.201042592208722,0,0,1,0,0,0,0,0,0,0,0
GL,10.641434624,2.3647553079070422,0,0,0,0,1,0,0,0,0,0,0
GLW,73.70727424,4.300101495003125,0,0,0,0,0,0,0,0,1,0,0
GM,72.40552448,4.28228260145297,0,1,0,0,0,0,0,0,0,0,0
GOOGL,3891.261341696,8.266488636418066,1,0,0,0,0,0,0,0,0,0,0
GPC,18.117750784,2.896892163991879,0,1,0,0,0,0,0,0,0,0,0
GPN,19.12956928,2.9512352677778804,0,0,0,0,0,0,1,0,0,0,0
GRMN,39.189843968,3.6684176307797816,0,0,0,0,0,0,0,0,1,0,0
GS,258.693332992,5.555643317665467,0,0,0,0,1,0,0,0,0,0,0
GWW,46.66226688,3.842935848353591,0,0,0,0,0,0,1,0,0,0,0
HAL,24.256530432,3.188685877294737,0,0,0,1,0,0,0,0,0,0,0
HAS,11.381331968,2.431974466488714,0,1,0,0,0,0,0,0,0,0,0
HBAN,26.614173696,3.2814439195900706,0,0,0,0,1,0,0,0,0,0,0
HCA,113.884643328,4.7351860354458335,0,0,0,0,0,1,0,0,0,0,0
HD,353.018314752,5.866519938737555,0,1,0,0,0,0,0,0,0,0,0
HES,,,0,0,0,0,0,0,0,0,0,1,0
HIG,36.392042496,3.5943501379961926,0,0,0,0,1,0,0,0,0,0,0
HLT,64.031502336,4.159375186257177,0,1,0,0,0,0,0,0,0,0,0
HOLX,16.711205888,2.816079505652799,0,0,0,0,0,1,0,0,0,0,0
HON,128.931487744,4.8592811605169555,0,0,0,0,0,0,1,0,0,0,0
HPE,30.7827712,3.426955156846681,0,0,0,0,0,0,0,0,1,0,0
HPQ,24.336560128,3.191979751688618,0,0,0,0,0,0,0,0,1,0,0
HRL,13.386962944,2.5942813187413654,0,0,1,0,0,0,0,0,0,0,0
HSIC,8.92777984,2.1891677458366967,0,0,0,0,0,1,0,0,0,0,0
HST,12.022909952,2.486813992319877,0,0,0,0,0,0,0,1,0,0,0
HSY,36.967727104,3.61004529158876,0,0,1,0,0,0,0,0,0,0,0
HUBB,23.411857408,3.153242620858573,0,0,0,0,0,0,1,0,0,0,0
HUM,31.012411392,3.434387491843342,0,0,0,0,0,1,0,0,0,0,0
IBM,287.842369536,5.6624130022973,0,0,0,0,0,0,0,0,1,0,0
ICE,90.33981952,4.503578332438321,0,0,0,0,1,0,0,0,0,0,0
IDXX,57.131352064,4.0453530389012755,0,0,0,0,0,1,0,0,0,0,0
IEX,13.366504448,2.592751909510921,0,0,0,0,0,0,1,0,0,0,0
IFF,17.217366016,2.8459185265565754,0,0,0,0,0,0,0,0,0,0,0
INCY,20.127002624,3.002062327620989,0,0,0,0,0,1,0,0,0,0,0
INTC,197.525700608,5.2858687055358065,0,0,0,0,0,0,0,0,1,0,0
INTU,187.538587648,5.233984625025721,0,0,0,0,0,0,0,0,1,0,0
IP,20.625176576,3.0265124934447036,0,1,0,0,0,0,0,0,0,0,0
IPG,8.999164928,2.197131787253575,1,0,0,0,0,0,0,0,0,0,0
IQV,38.462255104,3.6496773734910684,0,0,0,0,0,1,0,0,0,0,0
IRM,24.92114944,3.21571681805616,0,0,0,0,0,0,0,1,0,0,0
ISRG,206.245888,5.329069088046349,0,0,0,0,0,1,0,0,0,0,0
IT,17.401812992,2.856574395735096,0,0,0,0,0,0,0,0,1,0,0
ITW,72.787550208,4.287544926951769,0,0,0,0,0,0,1,0,0,0,0
IVZ,11.702089728,2.45976743508575,0,0,0,0,1,0,0,0,0,0,0
J,16.761404416,2.8190788872473305,0,0,0,0,0,0,1,0,0,0,0
JBHT,18.237952,2.9035046976404812,0,0,0,0,0,0,1,0,0,0,0
JCI,74.750451712,4.3141552552224365,0,0,0,0,0,0,1,0,0,0,0
JKHY,13.2039936,2.5805193292892237,0,0,0,0,0,0,0,0,1,0,0
JNJ,486.5089536,6.187255305567703,0,0,0,0,0,1,0,0,0,0,0
JNPR,,,0,0,0,0,0,0,0,0,0,1,0
JPM,866.282504192,6.764211072676916,0,0,0,0,1,0,0,0,0,0,0
K,28.92711936,3.364779541268508,0,0,1,0,0,0,0,0,0,0,0
KEY,21.118896128,3.050168190805444,0,0,0,0,1,0,0,0,0,0,0
KEYS,36.174024704,3.5883413116565257,0,0,0,0,0,0,0,0,1,0,0
KHC,28.810176512,3.36072867583921,0,0,1,0,0,0,0,0,0,0,0
KIM,13.631937536,2.6124153879168373,0,0,0,0,0,0,0,1,0,0,0
KLAC,159.925583872,5.074708606240901,0,0,0,0,0,0,0,0,1,0,0
KMB,34.168143872,3.531293744253784,0,0,1,0,0,0,0,0,0,0,0
KMI,61.781594112,4.123605490200599,0,0,0,1,0,0,0,0,0,0,0
KMX,5.825801216,1.7622965378040902,0,1,0,0,0,0,0,0,0,0,0
KO,301.256704,5.707962738499158,0,0,1,0,0,0,0,0,0,0,0
KR,41.556549632,3.7270551414178636,0,0,1,0,0,0,0,0,0,0,0
L,21.327583232,3.060001222360206,0,0,0,0,1,0,0,0,0,0,0
LDOS,23.968509952,3.1767408834769615,0,0,0,0,0,0,0,0,1,0,0
LEN,30.602170368,3.421070933501954,0,1,0,0,0,0,0,0,0,0,0
LH,21.472210944,3.066759584884085,0,0,0,0,0,1,0,0,0,0,0
LKQ,7.577284608,2.025154904339615,0,1,0,0,0,0,0,0,0,0,0
LLY,905.699262464,6.808707311053531,0,0,0,0,0,1,0,0,0,0,0
LMT,105.572900864,4.659401717733399,0,0,0,0,0,0,1,0,0,0,0
LNT,16.8370176,2.823579890991978,0,0,0,0,0,0,0,0,0,0,1
LOW,139.379621888,4.937201303192803,0,1,0,0,0,0,0,0,0,0,0
LRCX,200.125825024,5.298946293851792,0,0,0,0,0,0,0,0,1,0,0
